iter	Logloss
167	0.03737890662
168	0.03681942428
169	0.03619811826
170	0.03559463896
171	0.03532244403
172	0.03482716607
173	0.03457222101
174	0.03426125573
175	0.03367671036
176	0.03343384673
177	0.03305778852
178	0.03267911353
179	0.03225569609
180	0.03204717636
181	0.03195585158
182	0.03161180659
183	0.03107582069
184	0.03077194167
185	0.03070106274
186	0.03036058589
187	0.03001070604
188	0.02959062646
189	0.02917379751
190	0.02894127427
191	0.02872718253
192	0.02849923808
193	0.0282099026
194	0.02818402779
195	0.02786403633
196	0.02769862617
197	0.02754685704
198	0.02735153756
199	0.02730442605
200	0.02705550426
201	0.02682200525
202	0.02665299323
203	0.02643774544
204	0.02595185536
205	0.02590779677
206	0.02567225084
207	0.02541784542
208	0.02519910859
209	0.02504186165
210	0.02485078719
211	0.02465344289
212	0.02446687163
213	0.0242180801
214	0.02400396626
215	0.02380970397
216	0.02371623342
217	0.02353224754
218	0.02335904982
219	0.0231513256
220	0.02304053423
221	0.02284329112
222	0.0226850719
223	0.02242365116
224	0.02229631936
225	0.022157583
226	0.02207765812
227	0.02181191793
228	0.02173227799
229	0.02146907318
230	0.02144593727
231	0.02123885504
232	0.02101706993
233	0.02075576666
234	0.02060863565
235	0.02045984152
236	0.02037404688
237	0.02027120707
238	0.02007392441
239	0.02005099436
240	0.01987473907
241	0.01972163363
242	0.01966450505
243	0.01959996689
244	0.01957873019
245	0.01944804657
246	0.01928572887
247	0.01920461306
248	0.01918577915
249	0.0190243093
250	0.01891304109
251	0.01888837117
252	0.01873509826
253	0.01867547617
254	0.01845404462
255	0.01833251744
256	0.01825457317
257	0.01805585303
258	0.01797104463
259	0.01782061065
260	0.01774691256
261	0.01770978904
262	0.01755055335
263	0.01752878515
264	0.01732632474
265	0.01730919931
266	0.01729333691
267	0.0172692043
268	0.01725400715
269	0.01705911334
270	0.01696155827
271	0.01688219047
272	0.01680084554
273	0.01664798899
274	0.01653683011
275	0.01634970409
276	0.01625425409
277	0.01616281882
278	0.01612537779
279	0.01611527582
280	0.0160452424
281	0.0159835106
282	0.01592970476
283	0.01578598837
284	0.01566748503
285	0.01557710694
286	0.01549820086
287	0.01542472607
288	0.01529846889
289	0.01528209593
290	0.0151335379
291	0.01507927615
292	0.01491390321
293	0.01484861839
294	0.01475485709
295	0.01467032549
296	0.01452924914
297	0.01440990495
298	0.01433739778
299	0.01422663433
300	0.01412293504
301	0.01403747303
302	0.01394850801
303	0.01387559263
304	0.01382997559
305	0.01374783167
306	0.01363794397
307	0.01359819784
308	0.01348370692
309	0.01340474617
310	0.01330899262
311	0.01321558952
312	0.01318996476
313	0.01310366654
314	0.01300346095
315	0.01294189546
316	0.01287668042
317	0.01282910254
318	0.01275592781
319	0.0126756703
320	0.01262895538
321	0.01256848312
322	0.01253684207
323	0.0124649199
324	0.01240098883
325	0.01239351528
326	0.01231978696
327	0.012308672
328	0.01223217569
329	0.01216796666
330	0.0121517321
331	0.01207828289
332	0.01204038364
333	0.01198365049
334	0.01191585355
335	0.01189273392
336	0.0118865362
337	0.01181053185
338	0.01175679695
339	0.01170491474
340	0.01167115816
341	0.01158032185
342	0.01150005154
343	0.01144571537
344	0.01141068528
345	0.0113619816
346	0.01131660415
347	0.01130896545
348	0.01130336203
349	0.01130122906
350	0.01128099139
351	0.01127292238
352	0.01120801321
353	0.01114284236
354	0.01108629413
355	0.01101355436
356	0.0109551895
357	0.01094981403
358	0.01089875291
359	0.01083440199
360	0.01079174484
361	0.01072638209
362	0.01068486004
363	0.01062314336
364	0.01056100101
365	0.01049424613
366	0.01044140444
367	0.01040278179
368	0.01035457704
369	0.01031604395
370	0.01030082121
371	0.01027990899
372	0.01024992408
373	0.01018813645
374	0.01017203098
375	0.01014316605
376	0.01009859457
377	0.01005816111
378	0.01002621418
379	0.009981039094
380	0.009929613951
381	0.009898453224
382	0.009872052728
383	0.009855463447
384	0.00981632035
385	0.009792713421
386	0.009748614707
387	0.009680725889
388	0.009659284499
389	0.009629446123
390	0.009574495874
391	0.009531408984
392	0.009476287191
393	0.009439767279
394	0.009398355717
395	0.00934750743
396	0.009312814619
397	0.009276698857
398	0.009260807968
399	0.009190718139
400	0.009168745832
401	0.00910605512
402	0.009082843036
403	0.009061213237
404	0.009029023822
405	0.008979078037
406	0.008922477466
407	0.008877790265
408	0.008837573121
409	0.008815164101
410	0.008774753315
411	0.008742956999
412	0.008696766597
413	0.008684887537
414	0.00864443023
415	0.008622700412
416	0.008613275319
417	0.008572018437
418	0.008535138572
419	0.008496138526
420	0.008470429444
421	0.008436919422
422	0.008395189192
423	0.008359710763
424	0.008334584934
425	0.008289913433
426	0.008281208248
427	0.008225157784
428	0.008199818541
429	0.008178264339
430	0.008155338939
431	0.008113198164
432	0.008100510807
433	0.008072898446
434	0.0080623586
435	0.008029623729
436	0.007976194707
437	0.00792785505
438	0.007896822836
439	0.007877761562
440	0.007846428708
441	0.007823825464
442	0.007792655433
443	0.007759095401
444	0.007713411494
445	0.007686167229
446	0.007647179394
447	0.007639830868
448	0.007603972714
449	0.007581072319
450	0.007553375058
451	0.007525172466
452	0.007505661685
453	0.007469335416
454	0.007443593188
455	0.007425689116
456	0.007392094193
457	0.007371889091
458	0.007353546561
459	0.007312726974
460	0.007293552887
461	0.007261539087
462	0.0072423807
463	0.007211836954
464	0.007197083496
465	0.007178130382
466	0.007158716714
467	0.007138215042
468	0.007116700382
469	0.007103655978
470	0.007080885259
471	0.007066198093
472	0.007062925944
473	0.007055483795
474	0.007030075934
475	0.007010998958
476	0.006988592846
477	0.006964581187
478	0.006932039959
479	0.00690191548
480	0.006879012759
481	0.0068610831
482	0.006840394183
483	0.006826406572
484	0.0068234496
485	0.006814788609
486	0.006814745577
487	0.006789181872
488	0.006767463103
489	0.006764962615
490	0.006743891646
491	0.006710570615
492	0.006677114673
493	0.006653430985
494	0.006636245658
495	0.006604588904
496	0.006583021908
497	0.00658259857
498	0.006581702465
499	0.006579691026
500	0.006574999414
501	0.006562116669
502	0.006562109691
503	0.006560462859
504	0.006541445197
505	0.00651845176
506	0.006518411636
507	0.006501110589
508	0.006488631993
509	0.006472778902
510	0.006448708511
511	0.006442778285
512	0.006442738742
513	0.006429006414
514	0.006412275826
515	0.006393397145
516	0.006393552989
517	0.006381472146
518	0.006379351965
519	0.006353023576
520	0.006317995816
521	0.006317948132
522	0.006315190618
523	0.006315140608
524	0.006296318333
525	0.00627525725
526	0.006275269462
527	0.006275232827
528	0.006263171173
529	0.00626080734
530	0.006260741048
531	0.00626079978
532	0.006260723602
533	0.006260715461
534	0.006260392724
535	0.00626029852
536	0.006257924801
537	0.00623556579
538	0.006221330457
539	0.006207503342
540	0.006191679326
541	0.006173702566
542	0.00616213752
543	0.006150178211
544	0.006121757554
545	0.006119054701
546	0.00610879805
547	0.006089374496
548	0.006063521781
549	0.006045956728
550	0.006045797976
551	0.006045797976
552	0.006045812514
553	0.006045745059
554	0.006045674115
555	0.006029604702
556	0.006029621566
557	0.006026836721
558	0.006026816368
559	0.006024425204
560	0.006024417645
561	0.006019801628
562	0.006018096645
563	0.006002990211
564	0.006002984396
565	0.005988027991
566	0.005987986123
567	0.00598785412
568	0.005985801976
569	0.005985782786
570	0.005967947913
571	0.005959359029
572	0.005934009319
573	0.005919832718
574	0.005902607848
575	0.005897363802
576	0.005881642132
577	0.005881368242
578	0.005864447501
579	0.005852074739
580	0.005828145655
581	0.0058237227
582	0.00582376922
583	0.005823750612
584	0.005823576741
585	0.005809233247
586	0.005788732738
587	0.005773113414
588	0.005757144602
589	0.005734156399
590	0.005734205246
591	0.005734152329
592	0.00571996526
593	0.00571888598
594	0.005718872605
595	0.005714144358
596	0.005690130955
597	0.005676150322
598	0.005659089437
599	0.005659137703
600	0.00562907312
601	0.005613253756
602	0.005601966672
603	0.00559177515
604	0.005591735607
605	0.005591684434
606	0.005572298678
607	0.005561543674
608	0.005561582635
609	0.00556151111
610	0.005545637084
611	0.005534676808
612	0.005520065238
613	0.005520035581
614	0.005504744227
615	0.005483851782
616	0.005469788575
617	0.005469776363
618	0.005469776944
619	0.005469776944
620	0.005469735076
621	0.005456755219
622	0.00544251
623	0.005429498161
624	0.005419320013
625	0.005400619274
626	0.005382300005
627	0.005360628919
628	0.005348844644
629	0.005335604854
630	0.005317985721
631	0.005309302632
632	0.005297203762
633	0.005283716248
634	0.005276311316
635	0.005267161858
636	0.005267129293
637	0.005267150228
638	0.005250028285
639	0.005249973041
640	0.005229706881
641	0.005227130797
642	0.005227121493
643	0.005213966602
644	0.005212429675
645	0.0052014316
646	0.005201421133
647	0.005201418225
648	0.005190223601
649	0.005190282915
650	0.005175024126
651	0.005159673458
652	0.005149202812
653	0.005136504987
654	0.005120575137
655	0.005109688131
656	0.005100353753
